,Name,Address,Lattitude,Longitude,Faculty,Type,city,district,,,Ariyalur
1892,Arunachala College of Engineering for Women,"Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari(Dt.),Pin 629203",8.161772,77.332599,Engineering,Self Finance,,Kanyakumari,,,
1893,Bethlahem Institute of Engineering,"Nadutheri, Karungal, Vilavancode(Tk.), Kanyakumari(Dt.),Pin 629157",8.2267228,77.2445726,Engineering,Self Finance,,Kanyakumari,,,
1894,C.S.I. Institute of Technology,"Chenbagaramanputhoor, Thovalai, Kanyakumari(Dt.),Pin 629302",8.24068,77.500568,Engineering,Self Finance,,Kanyakumari,,,
1895,DMI Engineering College,"Kumarapuram Road, Aralvoimozhi, Thovalai, Kanyakumari(Dt.),Pin 629301",8.2481761,77.5479378,Engineering,Self Finance,,Kanyakumari,,,
1896,Immanuel Arasar J J College of Engineering,"Edavilagam, Nattalam, Marthandam, Kanyakumari(Dt.),Pin 629165",8.2793775,77.2406204,Engineering,Self Finance,,Kanyakumari,,,
1897,James College of Engineering and Technology,"Jamespuram, Navalcaud,  Esanthimangalam, Near Nagercoil, Kanyakumari(Dt.),Pin 629852",8.2458371,77.4205071,Engineering,Self Finance,,Kanyakumari,,,
1898,Jayamatha Engineering College,"Thirurajapuram, Muppandal, Aralvaimozhi, Kanyakumari(Dt.),Pin 629301",8.2644851,77.5516433,Engineering,Self Finance,,Kanyakumari,,,
1899,Kalaivanar N.S.K College of Engineering ,"PCP Nagar,Thirupathisaram Post, Therekalputhoor,Nagercoil, Kanyakumari(Dt.),Pin 629901",8.1935096,77.4553943,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1900,Lord Jegannath College of Engineering and Technology,"Ramanathichanputhur, Kumarapuram, Thoppur, Kanyakumari(Dt.),Pin 629402",8.1705,77.5243212,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1901,Loyola Institute of Technology and Science,"Mevalurkuppam 'B' Village, Palanchur, Kancheepuram(Dt.),Pin 600123",13.0551033,80.0842224,Engineering,Self Finance,,Thiruvallur,,,
1902,Lourdes Mount College of Engineering Technology,"Marthandam - Karingal Road,Chundavilai, Mullanganavilai, Kanyakumari(Dt.),Pin 629195",8.2666159,77.2378846,Engineering,Self Finance,,Kanyakumari,,,
1903,M.E.T. Engineering College,"No:13/142A 9/9, Mogals Garden,Chenbagaramanputhoor, Kanyakumari(Dt.),Pin 629304",8.2580937,77.5058017,Engineering,Self Finance,,Kanyakumari,,,
1904,MAR Ephraem College of Engineering and Technology,"Malankara Hills,Elavuvilai, Marthandam, Kanyakumari(Dt.),Pin 629171",8.2793055,77.2198287,Engineering,Self Finance,,Kanyakumari,,,
1905,Maria College of Engineering and Technology,"Attoor, Thiruvattar, Kalkulam(Tk.), Kanyakumari(Dt.),Pin 629177",8.326883,77.2599712,Engineering,Self Finance,,Kanyakumari,,,
1906,Marthandam College of Engineering and Technology,"P.M. Village Road, Kuttakuzhi, Kanyakumari(Dt.),Pin 629177",8.3118887,77.2641521,Engineering,Self Finance,,Kanyakumari,,,
1907,Narayanaguru College of Engineering,"Athencode, Padanthalumoodu, Near Kaliyakkavilai, Kanyakumari(Dt.),Pin 629194",8.3157268,77.1760532,Engineering,Self Finance,,Kanyakumari,,,
1908,Ponjesly College of Engineering,"Near Parvathipuram, Veturnimadam Post, Nagercoil, Kanyakumari(Dt.),Pin 629003",8.2076586,77.3994811,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1909,Rajas Institute of Technology,"Ozhuginasery, Nagercoil, Kanyakumari(Dt.),Pin629001",8.1920149,77.4410123,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1910,Rohini College of Engineering and Technology,"Anjugramam-kanyakumari main road, Palkulam,Variyoor(PO), Kanyakumari(Dt.),Pin629401",8.1347134,77.5623225,Engineering,Self Finance,,Kanyakumari,,,
1911,Sigma College of Architecture,"Moododu, Anducode Post(Near Marthandam), Kanyakumari(Dt.),Pin 629168",8.3666008,77.2199545,Engineering,Self Finance,,Kanyakumari,,,
1912,Stella Mary's College of Engineering,"Aruthengan Vilai, Kallukatti Junction, Kanyakumari(Dt.),Pin 629202",8.133652,77.3430527,Engineering,Self Finance,,Kanyakumari,,,
1913,Satyam College of Engineering and Technology,"Satyam Nagar, Aralvoimozhy, Thovalai(Tk.), Kanyakumari(Dt.),Pin 629301",8.2355479,77.5412082,Engineering,Self Finance,,Kanyakumari,,,
1914,Sivaji College of Engineering and Technology,"Manivila, Palukal, Kanyakumari(Dt.),Pin629170",8.3826942,77.1576617,Engineering,Self Finance,,Kanyakumari,,,
1915,St. Xavier’s Catholic College of Engineering,"NH-47, Chunkankadai, Nagercoil, Kanyakumari(Dt.),Pin 629003",8.1953653,77.3839993,Engineering,Self Finance,,Kanyakumari,,,
1916,Udaya School of Engineering,"Udaya Nagar, Vellamadi, Ammandivilai Post, Kalkulam(Tk.), Kanyakumari(Dt.),Pin 629204",8.1399899,77.3270516,Engineering,Self Finance,,Kanyakumari,,,
1917,VINS Christian College of Engineering,"Vins Nager, Chunkankadai, Nagercoil, Kanyakumari(Dt.),Pin 629807",8.2041365,77.3830518,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1918,VINS Christian Women’s College of Engineering,"VINS Nagar, Chunkankadai, Villukuri, Kanyakumari(Dt.),Pin 629807",8.2041365,77.3830518,Engineering,Self Finance,Nagercoil,Kanyakumari,,,
1919,A.R. College of Engineering and Technology,"A R Nagar, Kadayam-Alangulam Road, Thirunelveli(Dt.),Pin 627423",8.8286391,77.4030067,Engineering,Self Finance,,Tenkasi,,,
1920,Cape Institute of Technology,"Levengipuram, Rajakrishnapuram, Thirunelveli(Dt.),Pin 627114",8.1780965,77.5523085,Engineering,Self Finance,,Tirunelveli,,,
1921,Einstein College of Engineering,"Sir C V Raman Nagar, Sethaparpanallur, Thirunelveli(Dt.),Pin 627012",8.7828942,77.6129937,Engineering,Self Finance,,Tirunelveli,,,
1922,Francis Xavier Engineering College (Autonomous),"103, G2, Bye Pass Road, Vannarpettai, Thirunelveli(Dt.),Pin 627003",8.732087,77.724105,Engineering,Self Finance,,Tirunelveli,,,
1923,Government College of Engineering – Tirunelveli,"Kanyakumari Road, Perumalpuram, Thirunelveli(Dt.),Pin 627007",8.6860755,77.725781,Engineering,Government,,Tirunelveli,,,
1924,J P College of Engineering,"College Road, Ayikudy, Tenkasi(Tk.), Thirunelveli(Dt.),Pin 627852",8.9922097,77.3315202,Engineering,Self Finance,,Tenkasi,,,
1925,Mahakavi Bharathiyar College of Engineering and Technology,"Thalayanai Road,Naranapuram(Po), Vasudevanallur, Sivagiri Tk, Thirunelveli(Dt.),Pin-  627760",9.2753489,77.3751795,Engineering,Self Finance,,Tenkasi,,,
1926,National College of Engineering,"Maruthakulam, Moondradaippu, Thirunelveli(Dt.),Pin 627151",8.588768,77.711249,Engineering,Self Finance,,Tirunelveli,,,
1927,PET Engineering College,"Vallioor, Achampadu, Radhapuram(Tk.), Thirunelveli(Dt.),Pin 627117",8.4127566,77.6236296,Engineering,Self Finance,,Tirunelveli,,,
1928,PSN College of Engineering and Technology(Autonomous),"Melathediyoor, Thirunelveli(Dt.),Pin 627152",8.6404407,77.6399259,Engineering,Self Finance,,Tirunelveli,,,
1929,PSN Engineering College,"Melathediyoor, Palayamkottai(Tk.), Thirunelveli(Dt.),Pin 627152",8.6404407,77.6399259,Engineering,Self Finance,,Tirunelveli,,,
1930,PSN Institute of Technology and Science,"Melathediyoor, Palayamkottai(Tk.), Thirunelveli(Dt.),Pin 627152",8.6404407,77.6399259,Engineering,Self Finance,,Tirunelveli,,,
1931,Rajas Engineering College,"Raja Nagar, Vadakkangulam, Thirunelveli(Dt.),Pin 627116",8.2435367,77.605834,Engineering,Self Finance,,Tirunelveli,,,
1932,S.Veerasamy Chettiar College of Engineering and Technology,"S.V. Nagar, Puliangudi, Thirunelveli(Dt.),Pin627855",9.1768913,77.4245381,Engineering,Self Finance,,Tenkasi,,,
1933,Sardar Raja College of Engineering,"Raja Nagar, Alangulam, Thirunelveli(Dt.),Pin627808",8.8770318,77.4486701,Engineering,Self Finance,,Tenkasi,,,
1934,SCAD College of Engineering and Technology,"SCAD Nagar, Cheranmahadevi, Thirunelveli(Dt.),Pin 627414",8.6670409,77.5726337,Engineering,Self Finance,,Tirunelveli,,,
1935,Thamirabharani Engineering College,"Chidambaranagar - Vepankulam Road, Thatchanallur, Thirunelveli(Dt.),Pin 627358",8.772926,77.6965144,Engineering,Self Finance,,Tirunelveli,,,
1936,Universal College of Engineering & Technology,"Anbagam Campus, Radhapuram Road,Vallioor, Thirunelveli(Dt.),Pin 627117",19.3505272,72.9166326,Engineering,Self Finance,,Tirunelveli,,,
1937,Chandy College of Engineering,"Chandy Nagar, Mullakkadu, Thoothukudi(Dt.),Pin 628005",8.7248635,78.1090457,Engineering,Self Finance,Thoothukudi,Thoothukkudi,,,
1938,Dr. G.U. Pope College of Engineering,"POPE NAGAR, SAWYERPURAM, Thoothukudi(Dt.),Pin 628251",8.6889649,78.0343246,Engineering,Self Finance,,Thoothukkudi,,,
1939,Dr. Sivanthi Aditanar College of Engineering,"Tirunelveli Road, Tiruchendur, Thoothukudi(Dt.),Pin 628215",8.5207989,78.0891875,Engineering,Self Finance,,Thoothukkudi,,,
1940,Holy Cross Engineering College,"7/131, Holycross Nagar, Vagaikulam Srivaikuntam Rd, Thoothukudi(Dt.),Pin 628851",8.6995068,77.9725588,Engineering,Self Finance,,Thoothukkudi,,,
1941,Infant  Jesus College of Engineering,"Kamarajar Nagar, Tirunelveli-Thoothukudi Highway NH-7A, Thoothukudi(Dt.),Pin 628851",8.7361851,77.8831061,Engineering,Self Finance,,Thoothukkudi,,,
1942,Jayaraj Annapackiam CSI College of Engineering,"Margoschis Nagar, Nazareth, Thoothukudi(Dt.),Pin 628617",8.538376,77.9703325,Engineering,Self Finance,,Thoothukkudi,,,
1943,National Engineering College (Autonomous),"K.R.Nagar, Kovilpatti, Thoothukudi(Dt.),Pin628503",9.1483103,77.8322426,Engineering,Self Finance,,Thoothukkudi,,,
1944,St. Mother Theresa Engineering College,"Vagaikulam, Thoothukudi(Dt.),Pin 628102",8.73717,78.015,Engineering,Self Finance,,Thoothukkudi,,,
1945,Unnamalai Institute of Technology,"Suba Nagar, Kovilpatti, Thoothukudi(Dt.),Pin628502",9.1788878,77.829842,Engineering,Self Finance,,Tenkasi,,,
1946,V V College of Engineering,"V.V. Nagar, Arasoor Village, Sattankulam (Tk.), Thoothukudi(Dt.),Pin 628656",8.367195,77.860868,Engineering,Self Finance,,Thoothukkudi,,,
1947,AAA College of Engineering and Technology,"Kamarajar Educational Road, Amathur Village, Sivakasi, Virudhunagar(Dt.),Pin 626005",9.5686997,77.8700286,Engineering,Self Finance,,Virudhunagar,,,
1948,Kamaraj College of Engineering and Technology,"SPGChidambaranadarC.Nagammal campus,SPGC Nagar,Near Virudhunagar, Madurai(Dt.),Pin 625701",9.6727744,77.9657918,Engineering,Self Finance,,Madurai,,,
1949,Mepco Schlenk Engineering College(Autonomous),"Sivakasi, Mepco Engineering College Post, Virudhunagar(Dt.),Pin 626005",9.5246787,77.8553089,Engineering,Self Finance,,Virudhunagar,,,
1950,P.S.R.Engineering College(Autonomous),"Sevalpatti, Appayanaickenpatti, Virudhunagar(Dt.),Pin 626140",9.2905762,77.700974,Engineering,Self Finance,,Virudhunagar,,,
1951,P.S.R. Rengasamy College of Engineering for Women,"Sevalpatti, Appayanaickenpatti, Sivakasi, Virudhunagar(Dt.),Pin 626140",9.2908928,77.7025025,Engineering,Self Finance,,Virudhunagar,,,
1952,Ramco Institute of Technology,"North Venganallur Village, Rajapalayam, Virudhunagar(Dt.),Pin 626117",9.4822257,77.5142869,Engineering,Self Finance,,Virudhunagar,,,
1953,Renganayagi Varatharaj College of Engineering ,"Salvarpatti, Sattur - Sivakasi Main Road (Thayilpatti - Via), Virudhunagar(Dt.),Pin626128",9.3641524,77.8422332,Engineering,Self Finance,Sivakasi,Virudhunagar,,,
1954,Sethu Institute of Technology(Autonomous),"Pulloor,Kariapatti, Virudhunagar(Dt.),Pin626115",9.7080164,78.0951414,Engineering,Self Finance,,Virudhunagar,,,
1955,Sree Sowdambika College of Engineering,"Chettikurichi, Aruppukottai(Tk.), Virudhunagar(Dt.),Pin 626134",9.4649741,78.0974098,Engineering,Self Finance,,Virudhunagar,,,
1956,Sri Vidya College of Engineering & Technology,"Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar(Dt.),Pin 626005",9.5836229,77.929853,Engineering,Self Finance,,Virudhunagar,,,
1957,V.P. Muthaiah Pillai Meenakshi Ammal Engineering College for Women,"V.P.M.Nagar,Krishnankoil, Virudhunagar(Dt.),Pin 626190",9.5588799,77.6816859,Engineering,Self Finance,,Virudhunagar,,,
1958,V.P.M.M. College of Architecture for Women,"V.P.M.Nagar,Krishnankoil, Virudhunagar(Dt.),Pin 626190",9.5582679,77.6843827,Engineering,Self Finance,,Virudhunagar,,,
1959,Papni School of Architecture,Kanchipuram  Tamil Nadu 602108,12.9183094,79.8273752,Engineering,Self Finance,,Kanchipuram,,,
1960,Sri Venkateswara College of Computer Applications & Management,"SF  348/1  Sri Venkateswara College Road 
Ettimadai  Palakkad Main Road 
Coimbatore-641-112.",10.8867458,76.8987413,Engineering,Self Finance,,Coimbatore,,,
1961,Prime Nest College of Architecture and Planning ,"VJP Campus  Trichy-Chennai Hwy 
Siruganur  Trichy - 621105
Tamil Nadu",10.9921711,78.7765605,Engineering,Self Finance,,Tiruchirappalli,,,
1962,J K College of Architecture ,N.H-7  MADURAI ROAD  BEGAMPUR POST  DINDIGUL-624002.,10.3279421,77.9547096,Engineering,Self Finance,,Dindgul,,,
1963,Solamalai College of Engineering ,"S.V. Raja Nagar  Veerapanjan
Madurai - 625 020  Tamil Nadu  India.",9.9278561,78.1994967,Engineering,Self Finance,,Madurai,,,
1964,Alagappa Chettiar Government College of Engineering and Technology (Autonomous),Near Kendriya Vidhyalaya  College Road  Karaikudi  Tamil Nadu 630004,10.090038,78.794712,Engineering,Government,,Sivagangai,,,
1965,University Departments of Anna University  Chennai CEG Campus,12  Sardar Patel Rd  Anna University  Guindy  Chennai  Tamil Nadu 600025,13.01094,80.2354462,Engineering,Government,Chennai,Chennai,,,
1966,University Departments of Anna University  Chennai ACT Campus,Sardar Patel Road  Guindy  Chennai(Dt.) Pin600025,13.0069746,80.2397409,Engineering,Government,Chennai,Chennai,,,
1967,University Departments of Anna University  Chennai SAP Campus,Sardar Patel Road  Guindy  Chennai(Dt.) Pin600025,13.0108831,80.2353768,Engineering,Government,Chennai,Chennai,,,
1968,University Departments of Anna University  Chennai MIT Campus,Chrompet  Tambaram (Tk.)  Kancheepuram(Dt.) Pin600044,12.9482166,80.1397742,Engineering,Government,,Chengalpattu,,,
1969,University College of Engineering  Villupuram,Kakuppam  Villupuram(Dt.) Pin 605103,11.9507653,79.5124448,Engineering,Government,,Viluppuram,,,
1970,University College of Engineering  Arni,Arni to Devikapuram Road Thatchur Arni Thiruvannamalai(Dt.) Pin 632326,12.589392,79.272312,Engineering,Government,,Tiruvanamalai,,,
1971,University College of Engineering  Kanchipuram,NH-4  Chennai Bangalore Highway  Ponnerikkarai  Kancheepuram(Dt.) Pin 631552,12.8746194,79.7041536,Engineering,Government,Kanchipuram,Kanchipuram,,,
1972,University College of Engineering  Tiruchirappalli,UCE  BIT Campus  Anna University Tiruchirappalli  Tiruchirapalli(Dt.) Pin620024,10.6581388,78.7438772,Engineering,Government,,Pudukkottai,,,
1973,University College of Engineering  Ariyalur,Kathankudikadu  Ariyalur(Dt.) Pin 621704,11.1305667,79.1995154,Engineering,Government,,Ariyalur,,,
1974,University College of Engineering  Thirukkuvalai,Thirukkuvalai  Nagapattinam(Dt.) Pin 610204,10.6378027,79.7174673,Engineering,Government,,Nagapattinam,,,
1975,University College of Engineering  Panruti,Chennai - Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore(Dt.) Pin607106,11.7382121,79.553154,Engineering,Government,,Cuddalore,,,
1976,University College of Engineering  Nagercoil,Nagercoil Industrial Estate  Konam  Kanyakumari(Dt.) Pin 629004,8.1665804,77.4142472,Engineering,Government,Nagercoil,Kanyakumari,,,
1977,University VOC College of Engineering  Thoothukudi,7th street Bryant Nagar West  Millerpuram  Thoothukudi(Dt.) Pin 628008,8.789841,78.127693,Engineering,Government,Thoothukudi,Thoothukkudi,,,
1978,Kalasalingam Institute of Technology,Anand Nagar  Krishnankoil  Virudhunagar(Dt.) Pin 626126,9.573655,77.6831388,Engineering,Self Finance,,Virudhunagar,,,
1979,University College of Engineering  Ramanathapuram,Pullangudi  Ramanathapuram(Dt.) Pin 623513,9.4248475,78.866772,Engineering,Government,,Ramanathapuram,,,
1980,KIT and KIM Technical Campus,Managiri  Karaikudi  Sivaganga(Dt.) Pin 630307,10.0484261,78.7095352,Engineering,Self Finance,,Sivagangai,,,
1981,A.C. College of Engineering and Technology (Autonomous),ACCET  Karaikudi (An Autonomous Govt. Institution)  Sivaganga(Dt.) Pin 630003,10.090038,78.794712,Engineering,Government,,Sivagangai,,,
1982,Annamalai University,Annamalai Nagar  Chidambaram  Tamil Nadu 608002,11.3917829,79.7132032,Engineering,Government,,Cuddalore,,,
1983,Surya School of Architecture,NH45 GST Road Vikravandi  Villupuram(Dt.) Pin 605652,12.0598267,79.5490284,Engineering,Finance,,Viluppuram,,,
1984,Chendhuran College of Engineering and Technology,Lena Vilakku  Pilivalam  Thirumayam(Tk.)  Pudukkottai(Dt.) Pin 622507,10.2924248,78.7660182,Engineering,Self Finance,,Pudukkottai,,,
1985,Amrita College of Engineering and Technology ,THE CAMPUS DIRECTOR AMRITA INSTITUTIONS  ERACHAKULAM  NAGARCOIL  629 901 KANYAKUMARI (DISTRICT) TAMIL NADU  INDIA,8.230501,77.4139498,Engineering,Self Finance,,Kanyakumari,,,
1986,"University College of Engineering, Dindigul",University College of Engineering - Dindigul Mangarai pirivu  Dindigul(Dt.) Pin624622,10.4227952,77.8850124,Engineering,Government,Dindigul,Dindgul,,,
1987,"University College of Engineering, Pattukkottai",ECR Road  Rajamadam  Pattukkottai(Tk.)  Thanjavur(Dt.) Pin 614701,10.3120218,79.3499136,Engineering,Government,,Thanjavur,,,
1988,Vidhya Mandhir Institute of Technology,Perundurai Chennimalai State Highway  Ingur (Post)  Erode(Dt.) Pin 638052,11.2112652,77.5841457,Engineering,Self Finance,,Erode,,,
1989,VPV College of Engineering,Dindigul Periyakulam National Highway Thanneerpanthal Periyakulam  Theni(Dt.) Pin 625602,10.0251964,77.4795159,Engineering,Self Finance,,Theni,,,
1990,Raja College of Engineering and Technology,S.V.Raja Nagar  Veerapanjan  Madurai(Dt.) Pin625020,9.9278561,78.1994967,Engineering,Self Finance,,Madurai,,,
1991,Shri Sitheswarar Engineering College,Kalavai Road  Poongodu  Arcot  Vellore(Dt.) Pin632503,12.89218,79.354032,Engineering,Self Finance,,Ranipet,,,
1992,Sri Lakshmi Ammal Engineering College,Agaram Road  Thiruvancherry Selaiyur East Tambaram  Kancheepuram(Dt.) Pin 600126,12.8956198,80.1431595,Engineering,Self Finance,Tambaram,Chengalpattu,,,
1993,Sree Sastha Institute of Engineering and Technology ,"Chembarambakkam Village Road, Poonamalee, Thiruvallur(Dt.),Pin 600123",13.037631,80.0537761,Engineering,Self Finance,,Thiruvallur,,,
1994,Gandhigram Rural Institute,"Gandhigram 624302, Tamilnadu",10.27932,77.9346,DDU kaushal kendra,Government,,Dindgul,,,
1995,Vivekanand College,Agasteeswaram Post Kanyakumari Dist 629 701,8.095645,77.52991,DDU kaushal kendra,Government,,Kanyakumari,,,
1996,Gandhigram Rural Institute,"Gandhigram, Dindigul District, Chinnalapatti, Tamil Nadu 624302, India",10.2793232,77.9345987,Agriculture,Deemed University,,Dindgul,,,
1997,Ponnaiyah Ramajayam Institute of Science and Technology,"Trichy Thanjavur Highway, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7217747,79.0439158,Agriculture,Deemed University,,Thanjavur,,,
1998,SRM University,"Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.82314,80.0458,Agriculture,Deemed University,,Chengalpattu,,,
1999,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.10981,80.119969,Agriculture,Deemed University,,Thiruvallur,,,
2000,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",12.972067,79.1595619,Agriculture,Deemed University,,Vellore,,,
2001,B.S.Abdur Rahman Institute of Science and Technology,"Seethakathi Estate G.S.T Main Road Vandalur, Chennai, Tamil Nadu 600048, India",12.8767351,80.0846675,Allied Health Sciences,Deemed University,,Chengalpattu,,,
2002,Chettinad Academy of Research and Education (CARE),"Rajiv Gandhi Salai (OMR), Kanchipuram Dist., Kelambakkam, Tamil Nadu 603103, India",12.7956593,80.2153548,Allied Health Sciences,Deemed University,,Chengalpattu,,,
2003,Dr. M.G.R. Educational and Research Institute,"Periyar E.V.R. High Road, Viswasa Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India",13.069378,80.1779609,Allied Health Sciences,Deemed University,,Thiruvallur,,,
2004,Karpagam Academy of Higher Education,"Salem - Kochi Highway, Eachanari, Coimbatore, Tamil Nadu 641021, India",10.9176926,76.9872311,Allied Health Sciences,Deemed University,,Coimbatore,,,
2005,Meenakshi Academy of Higher Education and Research,"No 12, Vebbali, Mariamman Kovl St, KK Nagar West, Chennai, Tamil Nadu 600078, India",13.0143467,80.1069136,Allied Health Sciences,Deemed University,,Chengalpattu,,,
2006,Ponnaiyah Ramajayam Institute of Science and Technology,"Trichy Thanjavur Highway, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7217747,79.0439158,Allied Health Sciences,Deemed University,,Thanjavur,,,
2007,SASTRA University,"Trichy-Tanjore Road, Thirumalaisamudram, Thanjavur, Tamil Nadu 613401, India",10.7285151,79.0184082,Allied Health Sciences,Deemed University,,Thanjavur,,,
2008,Saveetha Institute of Medical and Technical Sciences,"No.162, Poonamalle High Rd, Velappanchavadi, Chennai, Tamil Nadu 600077, India",13.027023,80.0165471,Allied Health Sciences,Deemed University,,Thiruvallur,,,
2009,Sri Ramchandra Medical College and Research Institute,"No.1, Ramachandra Nagar, Sri Ramachandra Nagar, Porur, Chennai, Tamil Nadu 600116, India",13.0400355,80.142806,Allied Health Sciences,Deemed University,,Thiruvallur,,,
2010,SRM University,"Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",12.82314,80.0458,Allied Health Sciences,Deemed University,,Chengalpattu,,,
2011,"Vels Institute of Science, Technology and Advanced Studies","PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117, India",12.9575528,80.1598562,Allied Health Sciences,Deemed University,,Chengalpattu,,,
2012,Vinayaka Mission's Research Foundation,"NH 47, Sankari Main Rd, Ariyanur, Salem, Tamil Nadu 636308, India",11.5956846,78.0842689,Allied Health Sciences,Deemed University,,Salem,,,
2013,B.S.Abdur Rahman Institute of Science and Technology,"Seethakathi Estate G.S.T Main Road Vandalur, Chennai, Tamil Nadu 600048, India",12.8767351,80.0846675,Engineering,Deemed University,,Chengalpattu,,,
2014,Bharath Institute of Higher Education and Research,"173, Agaram Main Rd, Selaiyur, Chennai, Tamil Nadu 600073, India",12.9077651,80.1420286,Engineering,Deemed University,,Chengalpattu,,,
2015,Hindustan Institute of Technology and Science,"1, Rajiv Gandhi Salai, Old Mahabalipuram Road, Padur, Kelambakam, Chennai, Tamil Nadu 603103, India",12.8008838,80.2240304,Engineering,Deemed University,,Chengalpattu,,,
2016,Kalasalingam Academy of Research and Education,"MDR 194, Krishnan Kovil, Tamil Nadu 626126, India",9.5747052,77.6798137,Engineering,Deemed University,,Virudhunagar,,,
2017,Karpagam Academy of Higher Education,"Salem - Kochi Highway, Eachanari, Coimbatore, Tamil Nadu 641021, India",10.9176926,76.9872311,Engineering,Deemed University,,Coimbatore,,,
2018,Karpagam Academy of Higher Education,"Salem - Kochi Highway, Eachanari, Coimbatore, Tamil Nadu 641021, India",10.9176926,76.9872311,Engineering,Deemed University,,Coimbatore,,,
2019,Periyar Maniammai Institute of Science and Technology,"Periyar Nagar, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7301521,79.0688749,Engineering,Deemed University,,Thanjavur,,,
2020,Ponnaiyah Ramajayam Institute of Science and Technology,"Trichy Thanjavur Highway, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7217747,79.0439158,Engineering,Deemed University,,Thanjavur,,,
2021,Sathyabama Institute of Science and Technology,"Campus Road, Rajiv Gandhi Salai, Jeppiaar Nagar, Chennai, Tamil Nadu 600119, India",12.8738392,80.2203055,Engineering,Deemed University,,Kanchipuram,,,
2022,St. Peter's Institute of Higher Education and Research,"Tonakela Camp Road, Sankar Nagar, Avadi, Chennai, Tamil Nadu 600054, India",13.10981,80.119969,Engineering,Deemed University,,Thiruvallur,,,
2023,Vellore Institute of Technology,"Gorbachev Rd, Vellore, Tamil Nadu 632014, India",12.972067,79.1595619,Engineering,Deemed University,,Vellore,,,
2024,Vinayaka Mission's Research Foundation,"NH 47, Sankari Main Rd, Ariyanur, Salem, Tamil Nadu 636308, India",11.5956846,78.0842689,Engineering,Deemed University,,Salem,,,
2025,Amrita Vishwa Vidyapeetham,"Amritanagar, Ettimadai, Coimbatore, Tamil Nadu 641112, India",10.9026791,76.9006279,Arts and Science,Deemed University,,Coimbatore,,,
2026,B.S.Abdur Rahman Institute of Science and Technology,"Seethakathi Estate G.S.T Main Road Vandalur, Chennai, Tamil Nadu 600048, India",12.8767351,80.0846675,Arts and Science,Deemed University,,Chengalpattu,,,
2027,Bharath Institute of Higher Education and Research,"173, Agaram Main Rd, Selaiyur, Chennai, Tamil Nadu 600073, India",12.9077651,80.1420286,Arts and Science,Deemed University,,Chengalpattu,,,
2028,Gandhigram Rural Institute,"Gandhigram, Dindigul District, Chinnalapatti, Tamil Nadu 624302, India",10.2793232,77.9345987,Arts and Science,Deemed University,,Dindgul,,,
2029,Hindustan Institute of Technology and Science,"1, Rajiv Gandhi Salai, Old Mahabalipuram Road, Padur, Kelambakam, Chennai, Tamil Nadu 603103, India",12.8008838,80.2240304,Arts and Science,Deemed University,,Chengalpattu,,,
2030,Kalasalingam Academy of Research and Education,"MDR 194, Krishnan Kovil, Tamil Nadu 626126, India",9.5747052,77.6798137,Arts and Science,Deemed University,,Virudhunagar,,,
2031,Karunya Institute of Science and Technology,"Karunya Nagar, Coimbatore, Tamil Nadu 641114, India",10.936164,76.744061,Arts and Science,Deemed University,,Coimbatore,,,
2032,Meenakshi Academy of Higher Education and Research,"No 12, Vebbali, Mariamman Kovl St, KK Nagar West, Chennai, Tamil Nadu 600078, India",13.0143467,80.1069136,Arts and Science,Deemed University,,Chengalpattu,,,
2033,Periyar Maniammai Institute of Science and Technology,"Periyar Nagar, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7301521,79.0688749,Arts and Science,Deemed University,,Thanjavur,,,
2034,Ponnaiyah Ramajayam Institute of Science and Technology,"Trichy Thanjavur Highway, Vallam, Thanjavur, Tamil Nadu 613403, India",10.7217747,79.0439158,Arts and Science,Deemed University,,Thanjavur,,,
2035,SASTRA University,"Trichy-Tanjore Road, Thirumalaisamudram, Thanjavur, Tamil Nadu 613401, India",10.7285151,79.0184082,Arts and Science,Deemed University,,Thanjavur,,,
